,ZipCode,Date,Zestimate,LogValue,AnchorDate,EventTime,RelLogValue
12555,37066,2022-03-31,426633.33092141425,12.963680213522396,2023-08-31,-17,-0.03456619982530107
12557,84005,2022-03-31,544453.9771711392,13.207538694681201,2023-09-30,-18,0.06261355584856787
12558,83634,2022-03-31,507560.42984425207,13.137371056394116,2022-09-30,-6,0.007400517333776335
12559,76065,2022-03-31,452777.38373745186,13.02315585704739,2023-10-31,-19,-0.03798843236989491
12561,51503,2022-03-31,251078.76508397507,12.433521974002833,2022-08-31,-5,-0.053796043664926074
12562,46552,2022-03-31,218199.03500644644,12.29316292985275,2024-01-31,-22,-0.13179002664615425
12564,68142,2022-03-31,345065.30937064526,12.751488980621644,2021-10-31,5,0.055909797424959606
12572,23150,2022-03-31,260976.542076142,12.472185805162738,2022-03-31,0,0.0
12573,23836,2022-03-31,381131.9955324633,12.850901039077733,2023-08-31,-17,-0.06514315452814756
12577,58436,2022-04-30,159591.54472913244,11.980372984706825,2023-09-30,-17,0.13863911795351314
12583,84013,2022-04-30,562042.8695195345,13.239333406250504,2023-09-30,-17,0.05281296931109125
12584,53403,2022-04-30,166639.33042632273,12.023587057841825,2023-06-30,-14,-0.07215991752867268
12585,79601,2022-04-30,182584.5496877049,12.114968630680904,2024-04-30,-24,-0.07411879868836202
12586,39157,2022-04-30,252290.65987836663,12.438337114040474,2024-01-31,-21,-0.07473100473327676
12587,43054,2022-04-30,489239.20950054354,13.100606829829704,2022-03-31,1,0.021793223649652305
12588,39046,2022-04-30,206122.8419520714,12.236227590199192,2023-09-30,-17,-0.047820309609447165
12589,55068,2022-04-30,408904.82919699576,12.921237716498196,2024-04-30,-24,0.003804166922256158
12590,20136,2022-04-30,652956.0536826112,13.38926510688609,2021-06-30,10,0.11667585133059788
12591,35810,2022-04-30,175066.62905154435,12.072921917880942,2021-03-31,13,0.22703399536162827
12592,30214,2022-04-30,385202.76658315136,12.861525141079566,2023-03-31,-11,-0.025092808570597924
12593,97058,2022-04-30,380251.3511640143,12.848587763472265,2023-04-30,-12,0.020576020796109873
12594,18603,2022-04-30,203449.68451871464,12.22317400277105,2021-06-30,10,0.0449727171415244
12595,46806,2022-04-30,87186.38884326752,11.375803506466632,2024-03-31,-23,-0.21780899762413064
12596,76504,2022-04-30,199532.5125759158,12.20373247233918,2022-03-31,1,0.02179642003940252
12597,82007,2022-04-30,290537.0807796724,12.57948649180867,2024-04-30,-24,-0.03454074930430018
12598,47130,2022-04-30,222299.4652518177,12.311780694424508,2024-01-31,-21,-0.07233015378768926
12600,75154,2022-04-30,358099.5686829043,12.788566351525883,2023-03-31,-11,-0.017673823115012866
12602,38109,2022-04-30,96403.24145962516,11.476295105133172,2024-03-31,-23,0.05032442009175497
12603,43207,2022-04-30,184576.28475402467,12.125818124510074,2021-09-30,7,0.09496365336099544
12604,30318,2022-04-30,406746.84452167543,12.915946267267973,2023-12-31,-20,-0.031325972723504236
12606,97124,2022-04-30,558596.1701239283,13.233182076264784,2021-03-31,13,0.17246430038074223
12607,78251,2022-04-30,276304.288676887,12.529258032603883,2022-01-31,3,0.06313889069795131
12608,43130,2022-04-30,228855.20398583543,12.340844785547237,2021-09-30,7,0.07199670536334679
12609,37066,2022-04-30,437353.40188971855,12.988496847232563,2023-08-31,-16,-0.009749566115134556
12610,85338,2022-04-30,480332.6579835182,13.08223418031017,2021-05-31,11,0.25853331667346957
12612,83634,2022-04-30,514057.04573668336,13.150089522202551,2022-09-30,-5,0.020118983142211277
12613,76065,2022-04-30,461776.22444659617,13.04283569005268,2023-10-31,-18,-0.01830859936460527
12614,52404,2022-04-30,172175.64363301397,12.056270418654867,2024-04-30,-24,-0.1031694181212437
12615,84005,2022-04-30,555554.8382361396,13.227722601886374,2023-09-30,-17,0.08279746305374047
12616,51503,2022-04-30,254399.05632494847,12.446659401026713,2022-08-31,-4,-0.04065861664104631
12617,46552,2022-04-30,222098.96992400612,12.31087837197895,2024-01-31,-21,-0.11407458451995467
12618,29847,2022-04-30,218751.4649038756,12.295691500900869,2024-04-30,-24,0.008640520258907713
12619,68142,2022-04-30,352141.56810216117,12.7717885558351,2021-10-31,6,0.07620937263841476
12620,08361,2022-04-30,287198.1541845173,12.56792768920142,2024-04-30,-24,-0.12087024376152122
12627,23150,2022-04-30,266325.2127134739,12.49247344517794,2022-03-31,1,0.020287640015201447
12628,23836,2022-04-30,385117.2735319403,12.861303173463225,2023-08-31,-16,-0.05474102014265547
12632,58436,2022-05-31,160163.3519920126,11.983949523351097,2023-09-30,-16,0.14221565659778435
12636,28905,2022-05-31,209328.60778131397,12.251660582234337,2024-05-31,-24,-0.10056987191432931
12638,84013,2022-05-31,572496.471645352,13.257761851326652,2023-09-30,-16,0.07124141438723974
12639,53403,2022-05-31,168851.28120155048,12.036773613593931,2023-06-30,-13,-0.05897336177656598
12640,79601,2022-05-31,183478.49622263244,12.119852752812209,2024-04-30,-23,-0.06923467655705728
12641,39157,2022-05-31,254677.7444927145,12.447754277851422,2024-01-31,-20,-0.06531384092232884
12642,43054,2022-05-31,499187.24538994295,13.12073654561067,2022-03-31,2,0.0419229394306182
12643,39046,2022-05-31,207711.24734207615,12.243904160261675,2023-09-30,-16,-0.040143739546964596
12644,55068,2022-05-31,413326.71298012865,12.931993631801276,2024-04-30,-23,0.014560082225337112
12645,20136,2022-05-31,663834.6165361131,13.40578832595336,2021-06-30,11,0.13319907039786827
12646,35810,2022-05-31,177182.93417456897,12.084938004245252,2021-03-31,14,0.23905008172593867
12647,30214,2022-05-31,390317.8663137037,12.874716727969611,2023-03-31,-10,-0.011901221680552965
12648,97058,2022-05-31,385514.31920109177,12.862333615786191,2023-04-30,-11,0.034321873110036094
12649,18603,2022-05-31,204103.68375405157,12.226383397405522,2021-06-30,11,0.04818211177599707
12650,46806,2022-05-31,88584.84189474267,11.391716037247063,2024-03-31,-22,-0.20189646684369933
12651,76504,2022-05-31,203573.0650742843,12.223780261558659,2022-03-31,2,0.04184420925888155
12652,82007,2022-05-31,292435.44190535933,12.585999209859025,2024-04-30,-23,-0.028028031253944263
12653,47130,2022-05-31,224650.4753749602,12.322301030565331,2024-01-31,-20,-0.061809817646865994
12654,30721,2022-05-31,194848.7136748197,12.17997870912751,2024-05-31,-24,-0.1259998833920548
12655,75154,2022-05-31,365145.7703738814,12.808051923724648,2023-03-31,-10,0.0018117490837514794
12657,38109,2022-05-31,98281.72781293956,11.495593406994821,2024-03-31,-22,0.06962272195340447
12658,43207,2022-05-31,187700.93703986777,12.142605214783066,2021-09-30,8,0.11175074363398707
12659,30318,2022-05-31,412733.4857824189,12.930557350763697,2023-12-31,-19,-0.01671488922777975
12661,97124,2022-05-31,567750.1449358929,13.249436715248958,2021-03-31,14,0.18871893936491624
12662,78251,2022-05-31,281652.1797066669,12.548428183354398,2022-01-31,4,0.0823090414484664
12663,43130,2022-05-31,232880.29382537975,12.358279840121645,2021-09-30,8,0.08943175993775476
12664,37066,2022-05-31,446977.45641825977,13.010263439255146,2023-08-31,-15,0.012017025907448797
12665,85338,2022-05-31,490700.25260355225,13.103588736859914,2021-05-31,12,0.2798878732232133
12666,84005,2022-05-31,564832.3878404932,13.244284307427291,2023-09-30,-16,0.09935916859465799
12667,83634,2022-05-31,518756.60492061713,13.159190082823082,2022-09-30,-4,0.029219543762742717
12669,76065,2022-05-31,470170.8261770217,13.060851367601783,2023-10-31,-17,-0.0002929218155021118
12670,52404,2022-05-31,174688.26479386174,12.07075832039059,2024-04-30,-23,-0.08868151638552035
12671,51503,2022-05-31,258393.29799447567,12.462238114000339,2022-08-31,-3,-0.025079903667419856
12672,46552,2022-05-31,225082.45153346568,12.32422206531954,2024-01-31,-20,-0.10073089117936362
12673,29847,2022-05-31,221354.0280860795,12.307518635808485,2024-04-30,-23,0.020467655166523713
12674,68142,2022-05-31,358617.52784935076,12.790011717512336,2021-10-31,7,0.09443253431565068
12675,08361,2022-05-31,291756.94489744026,12.583676354141202,2024-04-30,-23,-0.10512157882173945
12682,23150,2022-05-31,271602.0722297054,12.5120933043493,2022-03-31,2,0.03990749918656178
12683,23836,2022-05-31,388914.90616196726,12.871115848444958,2023-08-31,-15,-0.04492834516092259
12687,58436,2022-06-30,162236.25734887298,11.996808930509854,2023-09-30,-15,0.15507506375654145
12691,28905,2022-06-30,213767.50152479127,12.272644261925702,2024-05-31,-23,-0.0795861922229637
12693,84013,2022-06-30,579021.9991838919,13.26909575096959,2023-09-30,-15,0.08257531403017815
12694,53403,2022-06-30,171368.84171837085,12.051573481679908,2023-06-30,-12,-0.04417349369058954
12695,79601,2022-06-30,184444.06918424697,12.125101548451198,2024-04-30,-22,-0.063985880918068
12696,39157,2022-06-30,257152.61477114697,12.457425019423374,2024-01-31,-19,-0.0556430993503767
12697,43054,2022-06-30,507080.60836215504,13.136425260787991,2022-03-31,3,0.057611654607939045
12698,39046,2022-06-30,209599.5099113905,12.252953893217276,2023-09-30,-15,-0.03109400659136341
12699,55068,2022-06-30,415796.50501255394,12.93795124891751,2024-04-30,-22,0.020517699341571216
12700,20136,2022-06-30,669178.2709544798,13.413805777386049,2021-06-30,12,0.14121652183055744
12701,35810,2022-06-30,178351.38092909343,12.091510933561063,2021-03-31,15,0.245623011041749
12702,30214,2022-06-30,395455.89686447056,12.88779454761909,2023-03-31,-9,0.0011765979689251083
12703,97058,2022-06-30,389401.9292924997,12.872367326434157,2023-04-30,-10,0.044355583758001416
12704,18603,2022-06-30,205054.27320955697,12.231029970444839,2021-06-30,12,0.052828684815313665
12705,46806,2022-06-30,90134.73940956595,11.40906093431936,2024-03-31,-21,-0.1845515697714024
12706,76504,2022-06-30,207373.78627585783,12.242278174676862,2022-03-31,3,0.060342122377084806
12707,82007,2022-06-30,294704.06443502597,12.593726960402062,2024-04-30,-22,-0.020300280710907614
12708,47130,2022-06-30,226542.2944177174,12.330686936794338,2024-01-31,-19,-0.05342391141785896
12709,30721,2022-06-30,196676.4118242987,12.189315077635127,2024-05-31,-23,-0.11666351488443816
12710,75154,2022-06-30,371787.189879931,12.826076899345447,2023-03-31,-9,0.019836724704550335
12711,87031,2022-06-30,297352.058400446,12.602672097594203,2024-06-30,-24,-0.06491494854989988
12712,38109,2022-06-30,100794.50953579192,11.520839164244968,2024-03-31,-21,0.09486847920355146
12713,43207,2022-06-30,190229.52589168615,12.15598665306915,2021-09-30,9,0.1251321819200708
12715,30318,2022-06-30,418150.8297841291,12.943597483225087,2023-12-31,-18,-0.003674756766390175
12717,97124,2022-06-30,574048.2583209021,13.2604687454975,2021-03-31,15,0.19975096961345784
12718,78251,2022-06-30,286034.3467842875,12.56386717624268,2022-01-31,5,0.09774803433674784
12719,43130,2022-06-30,235785.46610316067,12.370677628642799,2021-09-30,9,0.1018295484589089
12720,85338,2022-06-30,498902.5956088022,13.120166156499058,2021-05-31,13,0.2964652928623579
12721,37066,2022-06-30,454932.5853904011,13.02790452297858,2023-08-31,-14,0.029658109630883445
12722,84005,2022-06-30,570252.7160400895,13.253834903028917,2023-09-30,-15,0.10890976419628373
12723,83634,2022-06-30,521081.77713174414,13.163662270283432,2022-09-30,-3,0.03369173122309199
12724,76065,2022-06-30,477402.3163539491,13.07611484489426,2023-10-31,-16,0.014970555476974567
12725,52404,2022-06-30,177227.30258022295,12.085188383050854,2024-04-30,-22,-0.07425145372525677
12726,51503,2022-06-30,262092.00414217412,12.476450881948686,2022-08-31,-2,-0.010867135719072607
12727,46552,2022-06-30,227797.83384961332,12.336213820949189,2024-01-31,-19,-0.0887391355497158
12728,29847,2022-06-30,224256.41176451044,12.32054537155025,2024-04-30,-22,0.033494390908288096
12729,68142,2022-06-30,363307.6698109499,12.803005329494706,2021-10-31,8,0.10742614629802105
12730,08361,2022-06-30,295722.4151453216,12.597176506637963,2024-04-30,-22,-0.09162142632497883
12731,74361,2022-06-30,193184.6349870731,12.171401668545535,2024-06-30,-24,-0.06594216372967843
12737,23150,2022-06-30,277044.5165781873,12.531933481925606,2022-03-31,3,0.05974767676286774
12738,23836,2022-06-30,392223.67138290993,12.879587546310397,2023-08-31,-14,-0.036456647295484146
12742,58436,2022-07-31,163399.9477459646,12.00395614161585,2023-09-30,-14,0.16222227486253793
12745,68059,2022-07-31,411764.0053650899,12.928205661705714,2024-07-31,-24,-0.061370005222523005
12746,28905,2022-07-31,216157.23620250597,12.283761367224544,2024-05-31,-22,-0.06846908692412157
12748,84013,2022-07-31,580021.9584896223,13.270821241270816,2023-09-30,-14,0.08430080433140397
12749,53403,2022-07-31,172977.40178505282,12.060916239427733,2023-06-30,-11,-0.03483073594276398
12750,79601,2022-07-31,185217.84986051,12.129287978086046,2024-04-30,-21,-0.059799451283220506
12751,39157,2022-07-31,258899.32453815444,12.464194556768108,2024-01-31,-18,-0.04887356200564241
12752,43054,2022-07-31,511343.5427532813,13.14479693831299,2022-03-31,4,0.06598333213293728
12753,39046,2022-07-31,210953.0788212686,12.25939101247451,2023-09-30,-14,-0.024656887334129962
12754,55068,2022-07-31,415555.40828235325,12.937371237653679,2024-04-30,-21,0.019937688077739324
12755,20136,2022-07-31,669584.2779993498,13.414412318191413,2021-06-30,13,0.14182306263592181
12756,35810,2022-07-31,178687.68339139232,12.093394775388827,2021-03-31,16,0.24750685286951324
12757,30214,2022-07-31,398086.654742488,12.89442498605146,2023-03-31,-8,0.007807036401295875
12758,97058,2022-07-31,390295.408377852,12.874659188758876,2023-04-30,-9,0.04664744608272109
12759,18603,2022-07-31,205557.18613263857,12.233479552223987,2021-06-30,13,0.055278266594461556
12760,46806,2022-07-31,91622.65018787746,11.425433792888766,2024-03-31,-20,-0.16817871120199612
12761,76504,2022-07-31,210433.2790194688,12.256923917582721,2022-03-31,4,0.0749878652829441
12762,82007,2022-07-31,296287.39807684167,12.599085201698168,2024-04-30,-21,-0.014942039414801656
12763,47130,2022-07-31,227378.52990667196,12.334371440303203,2024-01-31,-18,-0.04973940790899434
12764,30721,2022-07-31,198383.63631423857,12.197957992176546,2024-05-31,-22,-0.10802060034301952
12765,75154,2022-07-31,376056.6663201736,12.837495119315012,2023-03-31,-8,0.03125494467411549
12766,87031,2022-07-31,299344.0346448135,12.60934880846098,2024-06-30,-23,-0.05823823768312231
12767,38109,2022-07-31,102880.91870961004,11.541327469346136,2024-03-31,-20,0.11535678430471918
12768,43207,2022-07-31,191958.12192422376,12.165032512241385,2021-09-30,10,0.1341780410923068
12769,30318,2022-07-31,420901.1021888137,12.950153173402926,2023-12-31,-17,0.002880933411448794
12771,97124,2022-07-31,575116.3752295104,13.262327691004547,2021-03-31,16,0.20160991512050508
12772,78251,2022-07-31,288773.0107067919,12.573396228402453,2022-01-31,6,0.10727708649652179
12773,43130,2022-07-31,237228.88039424876,12.376780694150474,2021-09-30,10,0.10793261396658416
12774,37066,2022-07-31,458654.27280110406,13.036051986933009,2023-08-31,-13,0.037805573585311336
12775,85338,2022-07-31,502652.8585307167,13.127655068738148,2021-05-31,14,0.3039542051014479
12777,84005,2022-07-31,570671.3555334817,13.254568763454182,2023-09-30,-14,0.10964362462154931
12778,83634,2022-07-31,519016.3569968105,13.1596906780229,2022-09-30,-2,0.029720138962559872
12779,76065,2022-07-31,481392.7929169056,13.084438833128276,2023-10-31,-15,0.023294543710990823
12780,52404,2022-07-31,179025.55442250846,12.095283836770268,2024-04-30,-21,-0.06415600000584298
12781,51503,2022-07-31,264315.2773919906,12.484897902145413,2022-08-31,-1,-0.0024201155223462223
12782,46552,2022-07-31,229404.52263441155,12.343242198541532,2024-01-31,-18,-0.08171075795737259
12783,29847,2022-07-31,226047.98411661308,12.328502574817971,2024-04-30,-21,0.041451594176010076
12784,68142,2022-07-31,365139.41867468256,12.808034528604786,2021-10-31,9,0.11245534540810098
12785,08361,2022-07-31,297319.63887664134,12.602563064243583,2024-04-30,-21,-0.08623486871935881
12786,74361,2022-07-31,195560.6822022257,12.183626005141322,2024-06-30,-23,-0.05371782713389095
12792,23150,2022-07-31,281658.85123724164,12.548451870199528,2022-03-31,4,0.07626606503679056
12793,23836,2022-07-31,394073.6472531608,12.884293092774675,2023-08-31,-13,-0.03175110083120636
12797,58436,2022-08-31,164821.665532782,12.012619353428203,2023-09-30,-13,0.17088548667489079
12800,68059,2022-08-31,411873.320223966,12.928471105866928,2024-07-31,-23,-0.06110456106130968
12801,28905,2022-08-31,217288.28311889397,12.288980244491157,2024-05-31,-21,-0.06325020965750916
12803,84013,2022-08-31,574860.693637845,13.26188301849272,2023-09-30,-13,0.075362581553307
12804,53403,2022-08-31,173358.93656999167,12.06311950196203,2023-06-30,-10,-0.03262747340846772
12805,79601,2022-08-31,185893.6698531305,12.13293012177491,2024-04-30,-20,-0.056157307594356
12806,39157,2022-08-31,259995.82488867815,12.468420851748263,2024-01-31,-17,-0.04464726702548738
12807,43054,2022-08-31,512091.77380016376,13.146259133662499,2022-03-31,5,0.06744552748244637
12808,39046,2022-08-31,211952.70664795977,12.264118446918447,2023-09-30,-13,-0.019929452890192323
12809,55068,2022-08-31,413451.9582604704,12.932296603529156,2024-04-30,-20,0.014863053953217076
12810,20136,2022-08-31,665870.0435012905,13.408849800604273,2021-06-30,14,0.13626054504878127
12811,35810,2022-08-31,178903.8880116928,12.094604002137642,2021-03-31,17,0.24871607961832787
12812,30214,2022-08-31,398566.6121181706,12.89562992037789,2023-03-31,-7,0.009011970727726748
12813,97058,2022-08-31,388967.4199859516,12.871250865843603,2023-04-30,-8,0.0432391231674476
12814,18603,2022-08-31,204942.7337991992,12.230485871774835,2021-06-30,14,0.052284586145310286
12815,46806,2022-08-31,92433.75568422805,11.43424751217409,2024-03-31,-19,-0.15936499191667153
12816,76504,2022-08-31,212283.1560161295,12.265676304063883,2022-03-31,5,0.08374025176410527
12817,82007,2022-08-31,296317.6434133777,12.599187277564704,2024-04-30,-20,-0.014839963548265445
12818,47130,2022-08-31,227381.95978636283,12.334386524637786,2024-01-31,-17,-0.049724323574411144
12819,30721,2022-08-31,199548.31373847355,12.203811660120321,2024-05-31,-21,-0.10216693239924446
12820,75154,2022-08-31,377393.79252732825,12.841044463788016,2023-03-31,-7,0.03480428914711986
12821,87031,2022-08-31,299973.8043491368,12.611450430989615,2024-06-30,-22,-0.05613661515448776
12822,38109,2022-08-31,104295.6678152988,11.55498510431893,2024-03-31,-19,0.12901441927751378
12823,43207,2022-08-31,192801.8649923963,12.169418334308874,2021-09-30,11,0.13856386315979563
12824,30318,2022-08-31,420654.0607762676,12.94956606650723,2023-12-31,-16,0.0022938265157534943
12826,97124,2022-08-31,571488.5447410949,13.255999717818556,2021-03-31,17,0.19528194193451398
12827,78251,2022-08-31,289633.1697821012,12.576370469475295,2022-01-31,7,0.11025132756936351
12828,43130,2022-08-31,237655.22875041925,12.378576283695422,2021-09-30,11,0.10972820351153167
12829,37066,2022-08-31,459051.5399100404,13.036917770124635,2023-08-31,-12,0.03867135677693767
12830,85338,2022-08-31,500892.3257997302,13.124146438405285,2021-05-31,15,0.3004455747685846
12832,83634,2022-08-31,513041.08116681705,13.148111201193862,2022-09-30,-1,0.018140662133522056
12833,76065,2022-08-31,481927.26198546897,13.085548472901026,2023-10-31,-14,0.024404183483740738
12834,52404,2022-08-31,179543.19207726917,12.098171082350968,2024-04-30,-20,-0.0612687544251429
12835,84005,2022-08-31,565325.1352945012,13.245156305312797,2023-09-30,-13,0.10023116648016384
12836,51503,2022-08-31,264955.7255642917,12.487318017667759,2022-08-31,0,0.0
12837,46552,2022-08-31,230338.97164300803,12.347307292695298,2024-01-31,-17,-0.07764566380360627
12838,29847,2022-08-31,226862.70425941417,12.332100286430835,2024-04-30,-20,0.045049305788873895
12839,68142,2022-08-31,364541.29629553395,12.80639511974872,2021-10-31,10,0.1108159365520347
12840,08361,2022-08-31,296551.62508512544,12.599976597221932,2024-04-30,-20,-0.08882133574100948
12841,74361,2022-08-31,197377.65785580236,12.192874217487809,2024-06-30,-22,-0.04446961478740441
12847,23150,2022-08-31,284713.04136282153,12.559237079603099,2022-03-31,5,0.08705127444036087
12848,23836,2022-08-31,393887.70501184487,12.883821134995951,2023-08-31,-12,-0.03222305860992947
12851,14012,2022-09-30,219838.9574496348,12.300650545690624,2024-09-30,-24,-0.04385284860766525
12852,58436,2022-09-30,163859.03800898994,12.006761812868064,2023-09-30,-12,0.16502794611475124
12855,68059,2022-09-30,410683.64597235265,12.92557847926468,2024-07-31,-22,-0.06399718766355811
12856,28905,2022-09-30,216551.27901779683,12.28558265296473,2024-05-31,-20,-0.06664780118393665
12858,84013,2022-09-30,567069.1125980957,13.248236466989098,2023-09-30,-12,0.061716030049685955
12859,53403,2022-09-30,172515.32183951166,12.058241333767127,2023-06-30,-9,-0.037505641603370776
12860,79601,2022-09-30,186164.46572524423,12.134385786328568,2024-04-30,-19,-0.05470164304069769
12861,39157,2022-09-30,260456.90145486305,12.470192681017172,2024-01-31,-16,-0.042875437756578094
12862,43054,2022-09-30,510541.6723976104,13.14322754380886,2022-03-31,6,0.06441393762880843
12863,39046,2022-09-30,212028.26303690637,12.264474860980156,2023-09-30,-12,-0.019573038828482936
12864,55068,2022-09-30,410323.36563896714,12.924700824503109,2024-04-30,-19,0.007267274927169609
12865,20136,2022-09-30,661225.5904593797,13.401850347234175,2021-06-30,15,0.12926109167868383
12866,35810,2022-09-30,179467.7531529596,12.097750822598877,2021-03-31,18,0.2518629000795638
12867,30214,2022-09-30,397282.1575119742,12.892402031436003,2023-03-31,-6,0.005784081785838779
12868,97058,2022-09-30,385659.6827191196,12.86271060857741,2023-04-30,-7,0.03469886590125526
12869,18603,2022-09-30,203589.87619665507,12.223862838437231,2021-06-30,15,0.04566155280770623
12870,46806,2022-09-30,92691.16277373629,11.437028415550458,2024-03-31,-18,-0.15658408854030448
12871,76504,2022-09-30,213118.4537384106,12.269603410951284,2022-03-31,6,0.08766735865150643
12872,82007,2022-09-30,294882.45201767166,12.594332088175886,2024-04-30,-19,-0.019695152937083904
12873,47130,2022-09-30,226861.45604374376,12.332094784340448,2024-01-31,-16,-0.05201606387174884
12874,30721,2022-09-30,199768.2037755173,12.204912992269758,2024-05-31,-20,-0.10106560024980737
12875,75154,2022-09-30,375921.1771662485,12.837134765199355,2023-03-31,-6,0.030894590558459
12876,87031,2022-09-30,299395.55020906223,12.609520888496037,2024-06-30,-21,-0.05806615764806544
12877,38109,2022-09-30,104716.52718123262,11.559012237135033,2024-03-31,-18,0.13304155209361568
12878,43207,2022-09-30,192564.89291727735,12.168188481966272,2021-09-30,12,0.13733401081719343
12879,30318,2022-09-30,418078.02208715846,12.943423349799788,2023-12-31,-15,-0.0038488901916888807
12881,97124,2022-09-30,564906.3210343356,13.24441519290261,2021-03-31,18,0.18369741701856768
12882,78251,2022-09-30,289166.24481025664,12.574757043264547,2022-01-31,8,0.10863790135861606
12883,43130,2022-09-30,237561.00352355937,12.37817972641604,2021-09-30,12,0.10933164623214964
12884,37066,2022-09-30,456515.1345576856,13.031377131934596,2023-08-31,-11,0.03313071858689831
12885,85338,2022-09-30,494617.3799245869,13.11153977280628,2021-05-31,16,0.28783890916957944
12887,83634,2022-09-30,503818.08480983856,13.12997053906034,2022-09-30,0,0.0
12888,84005,2022-09-30,556373.5071279277,13.229195123102564,2023-09-30,-12,0.08426998426993038
12889,76065,2022-09-30,479537.5199813168,13.080577418380622,2023-10-31,-13,0.019433128963337154
12890,52404,2022-09-30,179398.46536186183,12.097364674288539,2024-04-30,-19,-0.062075162487571944
12891,51503,2022-09-30,264423.6004552767,12.485307643397059,2022-08-31,1,-0.002010374270700055
12892,46552,2022-09-30,230613.65510175237,12.348499100596243,2024-01-31,-16,-0.07645385590266152
12893,29847,2022-09-30,225966.5696748052,12.328142345520018,2024-04-30,-19,0.041091364878056424
12894,68142,2022-09-30,362468.2958879341,12.80069228983256,2021-10-31,11,0.10511310663587459
12895,08361,2022-09-30,295179.64892064384,12.595339429361267,2024-04-30,-19,-0.09345850360167418
12896,74361,2022-09-30,198014.6746054721,12.196096421099403,2024-06-30,-21,-0.0412474111758101
12897,20166,2022-09-30,581759.3361616725,13.27381212944431,2024-09-30,-24,-0.06951555670111809
12902,23150,2022-09-30,286409.1044768947,12.56517650293799,2022-03-31,6,0.09299069777525126
12903,23836,2022-09-30,391650.960391134,12.878126314959195,2023-08-31,-11,-0.037917878646686276
12906,14012,2022-10-31,218992.9467704153,12.296794801752213,2024-09-30,-23,-0.04770859254607629
12907,58436,2022-10-31,162883.50422276193,12.00079052625065,2023-09-30,-11,0.15905665949733816
12910,68059,2022-10-31,410415.7074443179,12.924925845606085,2024-07-31,-21,-0.06464982132215269
12911,28905,2022-10-31,215577.45510041015,12.28107554436943,2024-05-31,-19,-0.071154909779235
12913,84013,2022-10-31,560106.6145281346,13.235882427676726,2023-09-30,-11,0.04936199073731373
12914,53403,2022-10-31,171470.8449501864,12.052168530845986,2023-06-30,-8,-0.04357844452451154
12915,79601,2022-10-31,186559.17521010325,12.136503761090877,2024-04-30,-18,-0.05258366827838934
12916,39157,2022-10-31,261234.85982260536,12.473175127749695,2024-01-31,-15,-0.039892991024055746
12917,43054,2022-10-31,508842.47650785075,13.139893771226015,2022-03-31,7,0.06108016504596314
12918,39046,2022-10-31,211778.33483276216,12.263295416231664,2023-09-30,-11,-0.020752483576975678
12919,55068,2022-10-31,408223.7375789245,12.91957067950183,2024-04-30,-18,0.00213712992588988
12920,20136,2022-10-31,657672.3660206978,13.396462162321441,2021-06-30,16,0.12387290676594986
12921,35810,2022-10-31,179862.32829933715,12.099946994449422,2021-03-31,19,0.2540590719301079
12922,30214,2022-10-31,395861.59175421385,12.888819913369558,2023-03-31,-5,0.002201963719393518
12923,97058,2022-10-31,382309.37837594026,12.853985450840428,2023-04-30,-6,0.02597370816427258
12924,18603,2022-10-31,202379.69021483403,12.217900866572203,2021-06-30,16,0.03969958094267767
12925,46806,2022-10-31,92542.6559547955,11.435424962662875,2024-03-31,-17,-0.15818754142788727
12926,76504,2022-10-31,213149.4888074847,12.269749023914546,2022-03-31,7,0.08781297161476864
12927,82007,2022-10-31,293868.4758297466,12.590887585101667,2024-04-30,-18,-0.023139656011302634
12928,47130,2022-10-31,226716.8904842689,12.33145733960581,2024-01-31,-15,-0.05265350860638662
12929,30721,2022-10-31,199246.02251055627,12.202295634147346,2024-05-31,-19,-0.10368295837221986
12930,75154,2022-10-31,373891.3269353793,12.831720464481618,2023-03-31,-5,0.025480289840722037
12931,87031,2022-10-31,298501.9205797349,12.606531645897059,2024-06-30,-20,-0.061055400247044034
12932,38109,2022-10-31,104808.61888252255,11.559891288732898,2024-03-31,-17,0.13392060369148062
12933,43207,2022-10-31,192115.36142785355,12.165851311347444,2021-09-30,13,0.13499684019836522
12935,30318,2022-10-31,415785.1314383641,12.937923894840191,2023-12-31,-14,-0.009348345151286352
12937,97124,2022-10-31,559672.077504336,13.235106315309698,2021-03-31,19,0.17438853942565657
12938,78251,2022-10-31,288332.00298361504,12.571867883305604,2022-01-31,9,0.1057487413996725
12939,43130,2022-10-31,237573.9270074411,12.378234125632154,2021-09-30,13,0.10938604544826447
12940,85338,2022-10-31,486763.0473221925,13.095532727851454,2021-05-31,17,0.2718318642147537
12941,37066,2022-10-31,453811.3997037757,13.025436971558365,2023-08-31,-10,0.02719055821066796
12942,84005,2022-10-31,547015.6341781816,13.212232662674246,2023-09-30,-11,0.0673075238416132
12943,83634,2022-10-31,493947.3809844002,13.110184274270893,2022-09-30,1,-0.019786264789447117
12944,76065,2022-10-31,476948.0617024438,13.075162878622217,2023-10-31,-12,0.014018589204932042
12945,52404,2022-10-31,179325.84714300744,12.096959805048764,2024-04-30,-18,-0.06248003172734684
12946,51503,2022-10-31,264156.99398927606,12.484298879581623,2022-08-31,2,-0.003019138086136408
