TreatedZip,EventTime,RelLogValue,ControlCount
20166,-24,-0.010183931773105215,5
20166,-23,-0.007066841541495705,5
20166,-22,-0.006319969252395907,5
20166,-21,-0.006822898814976597,5
20166,-20,-0.006117644577596693,5
20166,-19,-0.004258129990718373,5
20166,-18,-0.0012745866594279676,5
20166,-17,0.0018420031466423125,5
20166,-16,0.004220606847267305,5
20166,-15,0.005973161758875278,5
20166,-14,0.005908946658535896,5
20166,-13,0.005214722610700662,5
20166,-12,0.002809327248074567,5
20166,-11,0.0002299831940227648,5
20166,-10,-0.0010101287419836068,5
20166,-9,-0.001217757481716575,5
20166,-8,-0.0002032419055499446,5
20166,-7,0.0010710909081733887,5
20166,-6,0.002604158734214579,5
20166,-5,0.003969892957944055,5
20166,-4,0.004321062902444339,5
20166,-3,0.004055708091976129,5
20166,-2,0.0034678774923307286,5
20166,-1,0.0016986175488757026,5
20166,0,0.0,5
20166,1,-0.00021369649921254563,5
20166,2,0.0020360752392715397,5
23150,-24,-0.1880194749443138,5
23150,-23,-0.1738739156152807,5
23150,-22,-0.15626166713262926,5
23150,-21,-0.1356256303438439,5
23150,-20,-0.11568127366113572,5
23150,-19,-0.09610461300881745,5
23150,-18,-0.07440652428613284,5
23150,-17,-0.055305873751463605,5
23150,-16,-0.043087604932298976,5
23150,-15,-0.03693132033776081,5
23150,-14,-0.03414497792206887,5
23150,-13,-0.028547249155175435,5
23150,-12,-0.0233429430792917,5
23150,-11,-0.02068800356726861,5
23150,-10,-0.02105546964940146,5
23150,-9,-0.020758632193811622,5
23150,-8,-0.016111539714835386,5
23150,-7,-0.006498115559424278,5
23150,-6,0.0019371929366549523,5
23150,-5,0.006546055855010735,5
23150,-4,0.0062504746112395536,5
23150,-3,0.005468029192510571,5
23150,-2,0.0037128749319794707,5
23150,-1,0.0018974757679586674,5
23150,0,0.0,5
23150,1,-0.0006469903540892829,5
23150,2,0.0015095525602781378,5
23150,3,0.007612309429542918,5
23150,4,0.015565277811305478,5
23150,5,0.02305375648175243,5
23150,6,0.02743946220355582,5
23150,7,0.030559550329367014,5
23150,8,0.03374066663901907,5
23150,9,0.03772955894797754,5
23150,10,0.04229049809796344,5
23150,11,0.046684245739641736,5
23150,12,0.051930202349030806,5
23150,13,0.05720857904769936,5
23150,14,0.0613155023847554,5
23150,15,0.06231073281914519,5
23150,16,0.06129517394433357,5
23150,17,0.06008012694817211,5
23150,18,0.05927865766256275,5
23150,19,0.060227009409431174,5
23150,20,0.06202761538585797,5
23150,21,0.06518133984038385,5
23150,22,0.06864543276344648,5
23150,23,0.07265736401723899,5
23150,24,0.07705731908715627,5
23836,-24,-0.12871168731003663,5
23836,-23,-0.11700996471884047,5
23836,-22,-0.10120733062498317,5
23836,-21,-0.08338239781481036,5
23836,-20,-0.06797436737031433,5
23836,-19,-0.05522964422954857,5
23836,-18,-0.0435230284180971,5
23836,-17,-0.03791758983728748,5
23836,-16,-0.03745008850941112,5
23836,-15,-0.04232730390479596,5
23836,-14,-0.04681452833840645,5
23836,-13,-0.04919240170007413,5
23836,-12,-0.05006158698192671,5
23836,-11,-0.05000403749371181,5
23836,-10,-0.051539000401775684,5
23836,-9,-0.05051585407113031,5
23836,-8,-0.04789977080363137,5
23836,-7,-0.042039774174426725,5
23836,-6,-0.03544872984183982,5
23836,-5,-0.02835322917225618,5
23836,-4,-0.022213380989127174,5
23836,-3,-0.016315856126317384,5
23836,-2,-0.011109109391991367,5
23836,-1,-0.004942563928641519,5
23836,0,0.0,5
23836,1,0.0017402026759395285,5
23836,2,0.0032542573029644473,5
23836,3,0.00771895098892017,5
23836,4,0.015917653551573707,5
23836,5,0.024036085041189637,5
23836,6,0.029509393476489974,5
23836,7,0.03322983992124371,5
23836,8,0.036901851420473974,5
23836,9,0.040279478715246245,5
23836,10,0.04442737094784484,5
23836,11,0.047039639371879716,5
23836,12,0.05119242660619037,5
23836,13,0.05349248223748582,5
23836,14,0.05513750610603765,5
23836,15,0.053299771783217056,5
