,TreatedZip,EventTime,RelLogValue,DonorCount
0,08361,-24,-0.11239854150021955,5
1,08361,-23,-0.09577947682623673,5
2,08361,-22,-0.0784621550326385,5
3,08361,-21,-0.07202065453869295,5
4,08361,-20,-0.07592653909323702,5
5,08361,-19,-0.08327356160468931,5
6,08361,-18,-0.08302023076918416,5
7,08361,-17,-0.0780542672134299,5
8,08361,-16,-0.07306598067774601,5
9,08361,-15,-0.06599857561793136,5
10,08361,-14,-0.05903746186809862,5
11,08361,-13,-0.04976349424018665,5
12,08361,-12,-0.04311711137145764,5
13,08361,-11,-0.03346664500969787,5
14,08361,-10,-0.02440384052745408,5
15,08361,-9,-0.014793492360108473,5
16,08361,-8,-0.007210394662446262,5
17,08361,-7,-0.0020756908329687463,5
18,08361,-6,0.0020845280714276273,5
19,08361,-5,0.0030797320272789364,5
20,08361,-4,0.001400769436616045,5
21,08361,-3,-0.007546752470436502,5
22,08361,-2,-0.012140504873515567,5
23,08361,-1,-0.010131976834760437,5
24,08361,0,0.0,5
25,08361,1,0.00865281082778573,5
26,08361,2,0.01809729025325595,5
27,08361,3,0.028839522268520667,5
28,08361,4,0.037350417009172784,5
29,08361,5,0.04167661390574864,5
30,08361,6,0.04128843567461047,5
31,08361,7,0.03854530670368526,5
32,08361,8,0.030737488994894237,5
33,08361,9,0.022094935024972527,5
34,08361,10,0.015158477720299856,5
35,08361,11,0.009596184619156034,5
36,08361,12,0.004483544395055006,5
37,08361,13,0.0006221650816748081,5
38,08361,14,0.0008657339116798113,5
39,08361,15,0.003810019136248499,5
40,08361,16,0.006501743045653185,5
41,08361,17,0.007284453329691587,5
42,08361,18,0.00040453416596264447,5
43,08361,19,-0.007471762990877906,5
44,08361,20,-0.013374010466230147,5
45,08361,21,-0.01542875456590167,5
46,08361,22,-0.015056384435945347,5
47,08361,23,-0.01740882720432744,5
48,08361,24,-0.019074665125512525,5
49,14012,-24,-0.05238030205581516,5
50,14012,-23,-0.05808471213525337,5
51,14012,-22,-0.06384754955135605,5
52,14012,-21,-0.06996582757248646,5
53,14012,-20,-0.07944169843562357,5
54,14012,-19,-0.08864602446534704,5
55,14012,-18,-0.0914325765634441,5
56,14012,-17,-0.08553530344485302,5
57,14012,-16,-0.07523713550010847,5
58,14012,-15,-0.06472062598801606,5
59,14012,-14,-0.05674712824927575,5
60,14012,-13,-0.04955139204130141,5
61,14012,-12,-0.04540152084544928,5
62,14012,-11,-0.04197034106374779,5
63,14012,-10,-0.039395620276657085,5
64,14012,-9,-0.0371954085871792,5
65,14012,-8,-0.03678117417774125,5
66,14012,-7,-0.03601537991227381,5
67,14012,-6,-0.03442468906914904,5
68,14012,-5,-0.028804570725158386,5
69,14012,-4,-0.020261010858961016,5
70,14012,-3,-0.011135016770134598,5
71,14012,-2,-0.00475804851907462,5
72,14012,-1,-0.0017008881975936418,5
73,14012,0,0.0,5
74,14012,1,0.002471823333663892,5
75,14012,2,0.004054726698804601,5
76,14012,3,0.008020033823354922,5
77,14012,4,0.009898389641232085,5
78,14012,5,0.013330716018307242,5
79,14012,6,0.012513194773212177,5
80,14012,7,0.010695255526984937,5
81,14012,8,0.00850348031998962,5
82,14012,9,0.009079688276215947,5
83,14012,10,0.013061603867140548,5
84,14012,11,0.015724827436307365,5
85,14012,12,0.019455930674127587,5
86,14012,13,0.023237779746124686,5
87,14012,14,0.028660503635085634,5
88,14012,15,0.03327763035584077,5
89,14012,16,0.03858389872943313,5
90,14012,17,0.04389986623047015,5
91,14012,18,0.050475627296403404,5
92,14012,19,0.05593819766995942,5
93,14012,20,0.060969614574128174,5
94,14012,21,0.06588006239563775,5
95,14012,22,0.07083990953091615,5
